WAFER_ID,STAGE,AVG_REMOVAL_RATE
1844207020,A,147.64665
1846206912,A,149.97495
1846206924,A,149.92395
1846206928,A,149.8503
2663292680,B,80.5098
3025014282,B,77.8269
-4037511832,A,74.61195
-1718100544,A,77.9391
-1718100536,A,80.21895
2663292684,B,88.96125
2663292728,B,94.31475
2665292900,A,75.5895
2665292924,A,78.2805
2987014184,A,74.1681
-4037511872,B,95.58105
-4037511816,A,78.9513
-4037511812,A,79.17435
1844206988,A,147.05535
1846206762,A,146.96835
1846206920,A,145.7394
2110498180,A,76.7823
2987014192,A,83.5218
-4037511828,A,78.7752
-1718100544,B,99.8547
1840206962,A,151.4508
1846206726,A,150.5889
1846206738,A,155.45445
1846206754,A,149.76435
1846206766,A,148.85355
1846206774,A,154.09125
1846206778,A,152.08515
1846206782,A,149.47245
2989014348,A,82.89615
-4035511780,B,94.0935
-4035511562,B,93.2031
1846206722,A,152.5488
1846206758,A,151.95285
2665292900,B,90.4239
2665292924,B,91.0362
2983014200,A,82.2705
2985014402,A,83.6112
-4037511840,B,80.08005
-4037511836,B,89.1726
-4035511792,B,81.5361
-1718100702,B,82.80285
1840206974,A,152.6226
1840206980,A,149.89725
1840206984,A,147.4839
1840207000,A,150.2247
1840207008,A,150.95805
1840207028,A,149.54595
1840207036,A,149.9037
1842206742,A,150.06585
1842206948,A,150.80445
1842206972,A,150.414
2665292920,B,81.0303
2665292950,B,82.1724
2987014196,B,91.3065
1840206966,A,154.16415
1842206746,A,153.1476
1842206968,A,150.91545
1846206730,A,150.9303
2665292934,B,79.85055
2665292946,B,91.1082
2983014176,B,80.3274
2985014372,B,81.46425
2985014384,A,78.8223
2985014392,A,80.17725
2989014438,B,85.3947
2989014450,B,81.57225
2989014454,B,78.0339
2979014144,A,76.92135
2979014180,A,73.6695
2983014200,B,86.75685
2985014462,A,74.43165
-4033511582,A,73.61025
-2567249756,A,77.10945
-2567249752,A,77.34615
1840206992,A,155.3631
2979014148,A,78.30795
2979014152,A,80.80005
2979014164,A,77.2539
2979014168,A,74.913
2979014184,A,76.9923
2981014388,A,80.0391
2981014396,A,76.97835
2981014410,A,77.6814
2981014426,A,77.37015
2985014426,A,75.71655
2985014454,A,75.75135
-4035511582,B,89.8167
-4035511574,B,88.03935
-2567249850,B,84.954
2975014152,A,78.71865
2985014396,B,88.0542
-4035511598,B,86.3664
-4035511578,B,84.5577
-4033511540,B,87.6768
-2567249752,B,89.514
-2567249732,B,85.7958
2975014168,A,77.2398
2975014172,A,76.0518
2975014188,A,74.40255
2975014374,A,74.92335
2977014368,A,76.713
2977014380,A,76.5222
2977014410,A,76.1562
2981014384,A,76.3284
-4035511570,B,75.89895
-4033511570,B,74.3028
-2567249846,B,76.0545
-2567249826,B,75.96225
-2567249760,B,76.377
1842206722,A,162.56205
1842206734,A,160.2288
1842206774,A,159.44025
1852206942,A,162.6417
1852207012,A,160.9824
2975014184,A,74.54235
2979014148,B,69.9189
2979014168,B,78.07065
2979014172,B,73.06665
2979014378,B,71.3613
2979014382,B,79.93305
2979014390,B,76.3365
2981014396,B,66.7824
2981014422,A,77.39625
2985014406,B,75.0927
2985014410,B,78.06525
2985014426,B,74.6724
2985014458,B,78.24915
1852206930,A,159.4644
1852206934,A,155.8158
1852206992,A,157.24065
1852206996,A,158.2758
1852207004,A,158.25015
1852207008,A,157.58925
1852207016,A,157.18455
1852207024,A,154.60515
1852207028,A,159.61155
1852207032,A,157.0176
1852207036,A,155.8752
2975014160,B,70.5336
2975014180,B,71.2785
2975014200,B,73.5189
2975014378,B,71.2356
2977014372,B,71.35335
2977014406,B,72.36585
2977014414,B,72.76575
2979014184,B,71.38245
2981014388,B,72.2454
2981014402,B,71.53665
2981014410,B,69.0447
2981014414,B,75.1314
2981014418,B,72.79215
2981014442,B,74.5371
-4033511552,B,80.2875
-4033511544,B,80.7708
2110498228,A,74.7474
2975014144,A,69.90225
2975014148,A,71.10975
2975014168,B,68.7249
2979014196,A,70.74945
2985014414,A,72.88755
2985014422,A,68.32365
2987014148,B,73.0602
-4033511548,B,79.97925
1478254324,A,76.30215
1842206770,A,160.2576
2999014314,A,76.5312
3005014324,A,80.96775
3005014526,A,77.394
-4033511524,A,76.53705
1480254074,A,77.23605
1480254108,A,70.0392
1478254296,A,75.67185
1478254316,A,76.2447
1480254034,A,79.51875
1480254038,A,77.0457
1480254062,A,74.87745
1480254066,A,78.8097
1480254096,A,76.46895
1484254312,A,76.5216
2975014374,B,73.8438
2977014410,B,72.64965
2977014418,B,68.89545
2999014220,B,67.5474
2999014310,B,63.5436
3003014256,B,68.0238
3005014324,B,69.22395
3005014494,B,70.82985
1478254102,B,81.033
1478254110,B,82.86495
1478254324,B,78.11865
1480254030,B,81.63615
1480254078,B,78.53475
1480254108,B,84.1434
1484254374,A,71.1087
1484254382,A,72.66585
1852206980,A,156.49545
1854206892,A,155.33235
2665292942,B,85.4217
2999014228,B,83.3613
-2569250038,A,69.4479
-2569250030,A,69.40155
-2569249800,A,74.44455
-2567249764,A,72.5646
-2567249744,A,74.18595
1478254288,B,79.82925
1478254292,B,83.49975
1478254304,A,73.40205
1478254328,A,71.9169
1480254042,B,85.00905
1480254062,B,78.44145
1482254086,A,72.1488
1484254316,A,71.103
1484254358,A,68.13345
1484254366,A,71.9667
1484254378,A,71.8929
1854206790,A,152.28885
1854206798,A,153.3726
1854206806,A,153.2358
1854206810,A,155.4033
1854206814,A,157.88175
1854206880,A,153.90015
1854206888,A,151.5282
-2569250042,B,88.16265
-2569250026,B,78.27915
-2569250022,B,83.93655
-2569250018,B,85.6875
-2569249820,A,74.15805
-2569249804,B,87.8685
-2567249792,A,69.47295
-2567249788,A,69.8877
-2567249764,B,84.1191
-2567249744,B,80.82315
-2567249740,B,79.13625
1478254304,B,76.8768
1478254328,B,79.82445
1478254332,B,83.9097
1480254054,B,77.12835
1480254058,A,79.34565
1480254092,B,78.3468
1482254086,B,76.30875
1482254098,B,85.7286
1482254276,A,79.2594
1482254296,A,78.7056
1482254300,A,81.03465
1482254332,B,92.90235
1484254328,A,65.76795
1484254338,A,74.98515
1484254342,A,67.69245
1484254346,A,66.14115
1484254350,B,80.43315
1484254366,B,76.20435
1484254374,B,84.6078
1484254382,B,77.1603
1484254394,B,80.6031
1488254304,A,72.35715
1488254308,A,73.5669
1488254338,A,79.3428
1488254346,A,79.4193
1488254358,A,83.57055
1488254382,A,79.956
-2567249792,B,85.66785
-2567249788,B,90.30495
1482254102,B,90.65595
1482254110,B,85.8552
1484254308,B,89.2896
1484254370,A,75.4077
1486254080,A,79.41885
1488254342,A,82.54125
1488254370,A,80.3514
1488254374,A,77.2413
1488254378,A,84.09855
1854206786,A,147.8568
1482254292,B,88.47255
1482254328,B,95.96235
1484254304,B,96.29445
1488254316,B,91.4808
1486254092,A,79.146
1486254096,A,80.16375
1486254310,B,90.67125
1486254314,A,77.86935
1486254318,A,81.0795
1488254308,B,85.3953
1488254324,B,90.43605
1488254342,B,83.50215
1488254362,B,92.0508
1488254370,B,89.9013
1488254378,B,83.69685
1854206818,A,155.68635
1854206822,A,152.95125
1854206830,A,150.9534
1486254084,B,91.92135
1486254092,B,93.5103
1486254314,B,94.0854
1486254318,B,94.03515
1852206918,A,159.7026
1854206842,A,153.5334
2062207580,A,152.8959
-4041511872,A,79.15335
-4041511860,A,86.16075
-4041511852,A,83.77365
2062207568,A,154.79505
2062207572,A,157.17945
2062207576,A,153.5691
2062207666,A,156.33555
2062207674,A,158.73885
-4039511800,A,84.1707
-4039511788,A,84.68055
-4039511784,A,83.1678
-4039511574,A,85.86135
-4039511566,A,82.98195
-4039511558,A,85.27395
-4039511554,A,88.70205
1464254022,A,79.8369
1486254306,B,95.6199
2062207642,A,155.7486
2062207658,A,160.8633
1486254120,B,94.85685
2062207646,A,159.84915
2062207654,A,157.90155
2062207662,A,155.96205
-4039511554,B,96.936
1462254280,A,84.4605
2062207560,A,155.5752
1318253608,A,84.3666
1462254288,A,81.9657
1462254300,A,75.52995
1464254026,A,77.3766
1464254062,B,89.004
1464254140,A,79.69305
1490254092,A,79.2051
1490254104,A,82.87065
1490254124,A,79.2699
1490254140,A,79.2996
1492254370,B,90.47505
1318253584,A,83.41635
1324253768,A,80.0772
1451738980,A,82.707
1462254272,A,81.3804
1462254316,A,79.01535
1464254038,B,85.81695
1464254058,B,85.03935
1464254078,B,82.425
1490254080,A,79.2927
1492254346,A,80.27985
2056207562,A,155.78985
2062207626,A,157.4319
2062207634,A,153.12735
1318253580,B,89.44185
1318253810,B,82.95795
1318253822,B,85.8987
1462254126,B,86.0289
1462254138,B,81.7002
1462254316,B,83.09295
1462254328,B,82.02915
1464254026,B,86.72175
1490254080,B,93.09795
1490254100,B,86.7084
1490254140,B,88.5099
2056207566,A,154.2108
2667292716,A,76.39095
1318253576,B,90.0669
1318253802,B,88.58115
1322253620,A,71.1882
1451738948,A,77.8254
1451738960,A,73.29225
1451738976,A,78.66705
1451738988,A,71.8506
1464254054,B,87.6009
2667292708,A,79.9104
2667292874,A,74.82855
1318253620,B,81.67665
1318253628,B,87.9402
1318253814,B,81.65685
1322253588,B,85.3224
1322253620,B,91.0695
1324253760,B,85.6653
1324253858,B,96.1875
1324253862,B,78.72615
1324253866,B,82.82955
1328253764,B,81.8019
1328253772,B,82.33515
1332253886,A,83.76855
2665292986,A,78.19155
2667292680,A,81.3213
2667292894,A,79.21215
1318253572,B,78.1785
1318253616,B,82.58805
1322253592,B,81.51435
1322253596,B,88.63005
1326253770,B,87.04485
1328253768,B,85.10175
1330253620,A,81.0465
1330253782,A,78.78465
1332253854,A,76.2177
1332253886,B,93.4476
1451738976,B,94.0245
1451738988,B,91.5012
1462254300,B,85.91745
2665292990,B,97.47975
2667292676,A,75.87015
2667292704,B,93.0291
2667292866,B,94.9788
2667292878,B,93.70605
1324253772,B,91.19205
1326253608,B,91.11525
1326253624,B,93.7632
1326253774,B,85.60095
1330253608,B,87.6795
1330253612,B,90.63855
1330253778,B,92.46015
1330253782,B,84.2172
1330253786,B,89.1201
1332253826,B,90.8298
1332253870,B,87.45645
2665292986,B,89.40465
2667292712,B,87.42225
2667292720,B,84.65415
2667292870,B,87.783
2667292894,B,89.53875
1332253850,B,93.6186
2667292676,B,96.3981
1302253578,A,88.0587
1302253764,A,82.6446
1304253534,A,79.31835
1304253554,A,84.1734
1304253562,A,81.01605
1304253572,A,78.22545
1306253590,A,79.4673
1308253576,A,82.22865
1330253600,A,80.1117
1302253772,B,88.90305
1302253792,A,79.0554
1304253506,B,99.87045
1304253550,B,91.2012
1304253554,B,101.4648
1304253558,B,91.3698
1304253562,B,96.76815
1304253568,B,91.12125
1304253572,B,96.01515
1306253578,A,77.6058
1306253764,A,73.66995
1306253800,A,73.90005
1306253804,A,75.2157
1308253522,A,81.32145
1308253526,A,74.93835
1308253546,A,73.7877
1308253550,A,81.63045
1308253554,A,74.68635
1308253584,A,77.01615
1308253592,A,79.19445
1308253596,A,72.84
2056207400,A,152.68305
1302253784,B,90.11925
1304253518,B,86.9931
1308253542,B,91.52745
1312253522,A,81.8646
1304253566,A,76.1466
1310253570,A,78.8031
1310253816,A,76.1949
1310253820,A,76.88055
1312253530,A,75.49515
1312253546,A,78.15405
1312253554,A,82.89015
1312253566,A,74.89275
2056207392,A,157.00575
2056207396,A,153.6072
2056207404,A,156.5634
2056207416,A,154.3845
2056207558,A,151.85055
1306253772,A,83.9604
1306253780,A,81.7716
1310253586,A,76.392
1312253596,A,81.4992
1314253798,A,77.07285
1316253826,A,75.4695
1316253838,A,78.31545
1316253850,A,77.22525
1322253616,A,78.7743
1288253474,A,76.13235
1288253482,A,75.2079
1306253582,A,74.0073
1316253792,A,71.7519
1316253804,A,70.40445
1316253846,A,78.46065
1316253858,A,69.8547
1316253870,A,80.00865
2056207420,A,149.19945
3627681150,A,71.36775
1286253654,A,70.1898
1288253454,A,69.69645
1288253458,A,74.07225
1288253462,A,69.71775
1288253470,A,71.63085
1288253478,A,76.9575
1288253490,A,69.8931
1288253494,A,66.22995
1288253502,A,71.34
1314253592,A,71.70675
1314253596,A,70.60155
1314253628,A,74.2179
1328253862,A,71.7375
1286253642,B,86.1993
1286253650,B,85.06125
1286253654,B,88.69005
1286253712,A,76.1487
1286253720,A,72.1785
1286253728,A,70.9719
1286253732,A,77.313
1286253736,B,86.13675
1286253744,B,77.5551
1288253458,B,85.31625
1288253490,B,80.5515
1288253494,B,81.3786
1292253608,A,74.37945
1292253612,A,76.0131
1314253576,A,78.6927
1314253588,B,88.74105
1314253592,B,92.80575
1314253604,A,72.93855
2056207360,A,158.7663
2056207372,A,154.31715
2056207384,A,153.28515
2058207552,A,153.57315
2058207564,A,152.9673
2058207580,A,4326.15405
2058207658,A,153.32505
1286253712,B,81.3783
1286253724,B,80.83995
1286253728,B,87.85875
1286253752,A,72.58965
1290253662,A,75.7974
1292253514,A,75.5943
1292253518,A,75.4989
1292253608,B,79.00635
1292253612,B,80.0799
1314253604,B,86.5368
1314253612,B,84.1677
2058207556,A,152.2884
1286253732,B,87.50175
1290253650,A,81.47955
1290253662,B,86.5365
1292253514,B,85.3674
1292253526,A,83.08275
1310253590,B,83.40015
2058207662,A,150.4917
2058207670,A,146.2707
1292253526,B,88.4625
1292253546,B,86.37765
2056207368,A,147.7914
2056207408,A,147.5847
2056207412,A,146.84295
2058207560,A,147.975
2058207622,A,147.2622
2058207630,A,150.79695
2058207666,A,147.70725
2058207678,A,148.0416
1290253744,A,78.55035
1296253608,A,81.66405
2058207646,A,147.56265
-4039511784,B,84.47055
-4039511574,B,85.1418
1288253648,A,75.90975
1290253654,A,79.8246
1290253716,A,75.14385
1294253602,A,75.89625
1296253538,A,81.09105
1296253550,A,77.87115
1296253558,A,77.34555
2058207618,A,142.38285
3625681202,A,71.34075
3627681094,B,83.2875
3627681146,B,80.24985
3627681150,B,84.8172
1290253654,B,82.5711
1290253724,B,84.19215
1290253728,A,75.29565
1290253732,A,73.5222
1290253756,A,79.75065
1292253506,B,85.10775
1292253510,B,78.38415
1292253518,B,79.16385
1292253530,B,80.78445
1292253534,A,77.997
1292253542,B,81.6159
1292253550,B,81.88305
1292253562,B,81.72885
1292253600,B,79.54995
1294253610,A,77.1717
1294253796,A,76.905
1296253506,A,75.6678
1296253518,A,79.37745
1296253546,B,82.73565
1296253604,B,76.1958
1300253620,A,73.72125
3623681188,A,67.6179
3625681202,B,88.3809
1290253748,B,80.59335
1294253606,B,77.9223
1294253614,B,82.7115
1296253522,B,86.8125
1296253530,B,80.27625
1296253534,B,81.7032
1296253538,B,81.31305
1296253550,B,81.4959
1296253558,B,84.9201
2068207530,A,144.85365
2068207550,A,144.41715
2667292672,B,90.6483
3623681188,B,86.2197
3625681344,A,74.68875
3625681348,A,68.4021
3625681392,A,72.6528
3625681396,B,74.0673
1294253800,B,91.1934
1310253788,B,85.35075
1314253822,A,80.0472
2070207528,A,151.17435
2070207682,A,149.4942
2070207686,A,155.46525
2070207690,A,149.62095
2070207698,A,152.4831
3623681090,A,73.2582
3623681122,A,68.32215
3623681184,A,70.4646
3625681348,B,91.728
3625681388,A,71.4438
3625681392,B,88.63455
3625681404,A,74.6391
1294253808,A,78.34545
1296253510,A,77.59695
1314253568,A,71.32785
2068207526,A,153.5343
2070207532,A,153.8523
2070207694,A,153.3288
2070207702,A,157.05285
2070207706,A,154.14795
2070207714,A,154.76025
2070207726,A,155.68185
3623681094,B,75.6351
3623681102,A,70.9332
3623681106,A,67.6572
3623681110,A,66.10965
3623681118,A,61.98
3623681122,B,77.82405
3623681126,A,60.5481
3623681134,A,65.3415
3623681184,B,95.3367
3623681204,A,66.20385
3625681356,A,67.2228
3625681388,B,82.5168
1300253518,A,73.0692
1300253526,A,76.26435
1300253600,A,73.5165
1314253794,A,72.7047
2064207574,A,152.20185
2070207718,A,154.9548
3623681098,B,75.3861
3623681110,B,77.8443
3623681134,B,79.54875
3623681192,B,74.91045
3623681204,B,73.97295
3625681356,B,74.42295
-1690100610,A,74.38995
-1690100608,B,83.39745
1300253506,B,85.2402
1300253518,B,83.4975
1300253526,B,85.5468
1314253572,B,86.14785
1314253794,B,85.0494
3621681198,A,68.7366
3623681102,B,82.9389
3623681106,B,89.19915
3623681118,B,86.75505
3623681126,B,85.2495
1300253514,B,72.7095
1300253522,B,81.1914
2064207420,A,157.59375
2064207578,A,153.22305
2064207582,A,152.25345
3621681194,B,78.0558
3621681198,B,77.5875
3621681344,B,79.2369
2064207376,A,151.99035
2064207392,A,156.93165
2064207404,A,154.1364
2064207412,A,155.9178
1270253716,A,73.39185
1270253720,A,76.25595
2064207570,A,145.27995
2066207572,A,148.4688
2066207654,A,147.75465
2669292962,B,83.67975
3621681186,B,84.90285
3623681142,B,86.92215
1270253728,A,80.5053
1272253470,A,78.29085
1272253486,A,74.6979
2066207556,A,152.6031
2066207666,A,150.2016
2066207674,A,151.3467
2066207678,A,149.9028
2669292970,B,88.42305
3621681190,B,84.7362
3621681202,B,93.90945
1270253696,B,94.9866
1272253462,B,89.8257
1272253486,B,88.4877
1276253688,A,81.8163
2066207658,A,154.8909
1276253680,B,91.86555
1276253684,B,89.20785
2064207388,A,154.13565
2066207662,A,144.68265
2076207444,A,154.6014
2076207546,A,151.9125
2669292938,B,92.01885
3621681356,A,74.34285
1276253502,A,78.8184
2076207526,A,158.02485
-4039511578,B,85.39035
-3780722750,B,85.98645
-3780722726,B,87.85815
1270253678,B,87.74865
1270253752,B,86.8347
1276253466,B,88.69725
1276253498,A,78.42765
1276253672,B,86.3628
1276253692,B,83.82225
2066207638,A,152.1099
3621681360,B,79.9269
-3780722722,B,89.0343
37494386,A,75.91605
37494408,A,73.31025
37494428,A,76.7448
1276253442,B,88.15185
2076207436,A,153.14775
2669292930,B,87.5064
37494420,A,76.55505
37494432,A,73.3692
39494368,A,69.88185
39494376,A,73.35615
39494380,A,75.64485
39494388,A,71.3997
2076207424,A,155.06985
37494378,B,89.3127
37494386,B,87.5946
37494400,B,89.34975
37494428,B,87.23535
37494444,A,77.51025
39494162,A,80.87775
39494170,A,79.3761
2076207476,A,154.3755
2076207480,A,150.46965
2655292922,B,88.9599
41494394,A,77.26905
2076207484,A,148.9098
2078207496,A,151.5633
-1696100360,A,76.45965
37494370,B,86.4036
37494416,B,83.7024
37494420,B,87.52425
39494162,B,77.36895
39494376,B,83.3088
41494428,A,73.0863
2655292684,A,76.8294
37494444,B,81.41025
39494146,B,84.94215
39494170,B,85.68105
39494174,B,85.0875
39494182,B,86.2092
41494398,B,85.40175
41494452,A,74.2878
43494178,A,73.3785
2655292676,A,77.9922
2655292684,B,93.74595
-3780722694,A,80.22075
29494108,A,74.1564
41494386,B,91.94895
43494166,A,77.00475
43494170,A,77.0565
43494194,A,75.6015
29494096,A,74.44695
29494116,A,75.30645
29494136,A,75.8166
29494170,A,74.8374
43494150,B,91.42185
43494178,B,94.39935
43494206,A,74.8647
43494368,A,75.34065
43494392,B,91.93665
2655292676,B,95.60205
2655292708,B,95.51445
2655292716,B,89.90775
2657292942,A,76.1862
2657292950,A,73.98945
29494108,B,88.94865
29494116,B,85.6857
29494162,A,77.14635
41494456,B,88.36095
43494158,B,88.5447
43494170,B,88.18395
2655292700,B,86.5329
2655292712,B,97.2468
2657292900,A,80.43405
29494096,B,87.43395
29494128,B,87.93255
29494136,B,87.8307
29494140,B,91.3503
29494170,B,94.43955
41494444,B,89.39055
41494452,B,86.4978
43494198,B,91.86645
43494206,B,89.87895
29494154,A,75.9921
31494168,A,75.1479
31494172,B,81.77625
31494362,A,73.8966
31494370,A,74.36985
31494374,A,76.6848
31494378,A,73.24275
33494116,A,74.0394
31494354,A,72.08775
33494120,A,74.68125
29494154,B,86.64645
31494350,A,73.61865
33494136,A,72.76305
33494140,B,85.26705
33494166,A,73.33245
35494162,A,74.6139
35494392,A,74.4534
